seqname	start	end	gene_symbol
chr12	68548548	68553520	IFNG
chr12	68595129	68619590	IL26
chr12	68642022	68647384	IL22
chr12	68666223	68726161	MDM1
chr12	68726668	68845443	LINC02384
chr12	68738444	68743739	AC022511.1
chr12	68820111	68821517	AC008033.3
chr12	68867521	68868682	AC008033.1
chr12	68881467	68881643	AC008033.2
chr12	68946775	68947662	RPSAP12
chr12	69004635	69065681	RAP1B
chr12	69020650	69020967	RPL10P12
chr12	69021014	69021155	SNORA70G
chr12	69036299	69036773	ATP5PDP4
chr12	69068151	69081535	AC090061.1
chr12	69078375	69080088	RPL7P42
chr12	69080731	69139589	NUP107
chr12	69099414	69100846	KRT8P39
chr12	69139956	69187744	SLC35E3
chr12	69198791	69199259	AC025423.3
chr12	69201957	69244466	MDM2
chr12	69221898	69222333	AC025423.1
chr12	69235068	69237017	AC025423.4
chr12	69235726	69236164	AC025423.2
chr12	69235977	69365350	CPM
chr12	69305701	69305762	RNU7-4P
chr12	69307584	69307802	AC025423.5
chr12	69350186	69350266	AC133749.1
chr12	69351157	69351457	PRELID2P1
chr12	69511348	69511432	AC139931.1
chr12	69605888	69618022	AC127894.1
chr12	69633349	69668138	CPSF6
chr12	69678177	69679265	C1GALT1P1
chr12	69720354	69725662	AC020656.2
chr12	69742121	69748014	LYZ
chr12	69747273	69748005	AC020656.1
chr12	69753490	69784650	YEATS4
chr12	69794683	69794978	RN7SL804P
chr12	69816436	69816775	RPS26P45
chr12	69843250	69854504	LINC02373
chr12	69864129	69973569	FRS2
chr12	69978502	69978603	MIR3913-2
chr12	69979206	69995350	CCT2
chr12	70002344	70004942	LRRC10
chr12	70037140	70093256	BEST3
chr12	70107413	70132354	AC025263.1
chr12	70132461	70216984	RAB3IP
chr12	70195449	70249143	AC025263.2
chr12	70219084	70352877	MYRFL
chr12	70295698	70637159	AC025159.1
chr12	70340323	70340861	AC078922.1
chr12	70574118	70595784	AC084032.1
chr12	70612912	70615642	LINC01481
chr12	70632894	70636210	AC092881.3
chr12	70636774	70748773	AC092881.1
chr12	70715322	70718054	AC092881.2
chr12	70760070	70828072	KCNMB4
chr12	70837564	70837703	RNU4-65P
chr12	70861860	70936820	AC025569.1
chr12	70909646	71031220	PTPRB
chr12	70964749	70965220	AC083809.1
chr12	71031853	71314518	PTPRR
chr12	71065698	71066636	FAHD2P1
chr12	71300697	71300798	Y_RNA
chr12	71401553	71425863	AC123905.1
chr12	71427902	71498306	AC025575.1
chr12	71441182	71512027	AC025575.2
chr12	71518865	71835678	TSPAN8
chr12	71833578	71980090	LGR5
chr12	71842185	71842630	AC090116.1
chr12	71976073	71988184	AC078860.1
chr12	72003252	72061505	ZFC3H1
chr12	72033135	72033263	SNORA17
chr12	72058081	72074424	THAP2
chr12	72067984	72092748	AC073612.1
chr12	72079867	72098826	TMEM19
chr12	72102951	72104154	AC011601.1
chr12	72148643	72194066	RAB21
chr12	72187635	72193407	AC089984.1
chr12	72228814	72229176	AC089984.3
chr12	72233487	72321028	TBC1D15
chr12	72243008	72244208	AC089984.2
chr12	72332625	72580398	TPH2
chr12	72439929	72451157	AC090109.1
chr12	72481046	73064537	TRHDE
chr12	72643744	72670734	TRHDE-AS1
chr12	72825502	72825855	AC016256.1
chr12	73004458	73005096	CHCHD3P2
chr12	73121703	73122624	AC133480.1
chr12	73184231	73184425	AC131213.1
chr12	73509737	73537638	AC090503.2
chr12	73552970	73602097	LINC02444
chr12	73597595	73600615	AC090503.1
chr12	74042446	74042819	AC087879.1
chr12	74072968	74073076	RNU6-1012P
chr12	74152437	74239968	LINC02445
chr12	74158059	74158193	U8
chr12	74214095	74796380	AC090015.1
chr12	74293650	74293732	AC136188.1
chr12	74300720	74313117	AC136188.1
chr12	74411555	74411636	AC090015.1
chr12	74432804	74443761	LINC02394
chr12	74564225	74565610	AC090502.3
chr12	74642417	74677449	AC090502.2
chr12	74668732	74669011	AC090502.1
chr12	74686104	74686876	VENTXP3
chr12	74931607	74939210	ATXN7L3B
chr12	74931925	74932413	AC025257.1
chr12	75050341	75050640	AC123904.2
chr12	75057554	75057921	AC123904.1
chr12	75121818	75122631	AC123904.3
chr12	75414749	75438573	AC073525.1
chr12	75433857	75603648	KCNC2
chr12	75628520	75692288	AC091534.1
chr12	75651415	75652414	CCNG2P1
chr12	75669759	75784708	CAPS2
chr12	75699232	75700137	AC092552.1
chr12	75727578	75728266	AC121761.2
chr12	75728419	75764340	GLIPR1L1
chr12	75784869	75826468	GLIPR1L2
chr12	75874533	75897643	GLIPR1
chr12	75877234	75883600	AC121761.1
chr12	75884643	75905416	KRR1
chr12	75956982	76377795	AC078923.1
chr12	75993827	75995331	AC022507.1
chr12	76042975	76085717	AC078820.2
chr12	76082574	76082876	RPL10P13
chr12	76082932	76083084	SNORA70
chr12	76087790	76092596	AC078820.1
chr12	76118233	76118321	AC131012.1
chr12	76319993	76320247	AC011611.6
chr12	76351614	76351910	RN7SL734P
chr12	76358220	76360842	AC011611.2
chr12	76358579	76358775	AC011611.1
chr12	76419227	76427712	PHLDA1
chr12	76424274	76425158	AC011611.3
chr12	76426438	76427677	AC011611.4
chr12	76430365	76478738	NAP1L1
chr12	76451318	76451895	AC011611.5
chr12	76509491	76509880	AC233290.2
chr12	76531205	76532390	AC233290.1
chr12	76533347	76533451	RNU6-1271P
chr12	76653616	76699749	LNCOG
chr12	76709531	76709828	RN7SKP172
chr12	76738254	76742195	BBS10
chr12	76745577	76953589	OSBPL8
chr12	76956074	77009347	AC107032.2
chr12	76983256	76994424	AC107032.3
chr12	76993451	76994250	RPL7AP9
chr12	77013166	77013823	YWHAQP7
chr12	77054185	77054664	AC107032.1
chr12	77115314	77116066	RPL7P43
chr12	77150971	77151694	AC093014.1
chr12	77157368	77247476	ZDHHC17
chr12	77252489	77272803	CSRP2
chr12	77271973	77274132	AC124784.1
chr12	77377859	77378449	AC025161.1
chr12	77415028	77459349	E2F7
chr12	77522958	77557418	AC079030.1
chr12	77556706	77556805	snoU13
chr12	77613383	77711014	LINC02464
chr12	77718421	78606790	NAV3
chr12	77773550	77784649	AC073591.1
chr12	78169563	78177356	AC138331.1
chr12	78445961	78485517	AC073571.1
chr12	78524117	78524784	PRXL2AP1
chr12	78720460	78753526	LINC02424
chr12	78746299	78876810	AC128707.1
chr12	78820606	78836732	AC130415.1
chr12	78842775	78934455	AC079362.1
chr12	79187306	79187894	AC068993.1
chr12	79187912	79202775	AC068993.2
chr12	79257773	79845788	SYT1
chr12	79354038	79439424	AC090709.1
chr12	79734985	79897176	AC027288.3
chr12	79742099	79742171	AC078917.1
chr12	79813037	79813101	MIR1252
chr12	79856244	79856330	AC027288.2
chr12	79874828	79874920	AC027288.1
chr12	79893899	79894467	AC027288.2
chr12	79918657	79918950	RN7SL696P
chr12	79933983	79944315	AC027288.1
chr12	79952562	79952946	NOP56P3
chr12	79968759	80084744	PAWR
chr12	80083924	80172231	AC073569.2
chr12	80167343	80329240	PPP1R12A
chr12	80212564	80213245	AC073569.3
chr12	80217558	80219276	AC073569.1
chr12	80272085	80272199	RNA5SP363
chr12	80328681	80336492	PPP1R12A-AS1
chr12	80382794	80382998	SNRPGP20
chr12	80422673	80423411	RPL7P38
chr12	80462471	80462537	RNU7-106P
chr12	80493317	80774659	OTOGL
chr12	80496679	80497113	AC078817.1
chr12	80737295	80737572	RN7SKP261
chr12	80799774	81072802	PTPRQ
chr12	80954796	80955339	AKIRIN1P1
chr12	80977462	80987480	AC074031.1
chr12	81101413	81103253	MYF6
chr12	81110691	81113450	MYF5
chr12	81156930	81164496	LINC01490
chr12	81186299	81331704	LIN7A
chr12	81226312	81226408	MIR617
chr12	81254734	81255287	AC078886.1
chr12	81329515	81329612	MIR618
chr12	81330193	81654989	ACSS3
chr12	81488150	81519642	AC078955.1
chr12	81552167	81552240	MIR4699
chr12	81651754	82153332	PPFIA2
chr12	81664448	81706201	PPFIA2-AS1
chr12	81771821	81950416	AC069228.1
chr12	81939105	81940229	AC079363.1
chr12	82262147	82262825	AC091515.1
chr12	82347498	82386915	LINC02426
chr12	82392411	82392741	AC011602.1
chr12	82617460	82752584	CCDC59
chr12	82658722	82658823	AC083810.1
chr12	82736375	82736489	AC083811.1
chr12	82752307	82873018	METTL25
chr12	82862235	82862727	AC089998.3
chr12	82874897	82891339	AC089998.4
chr12	82898990	82899967	AC089998.2
chr12	82906456	82909596	AC089998.1
chr12	83066849	83080411	AC091214.1
chr12	83080659	83528649	TMTC2
chr12	83415669	83415771	RNU6-977P
chr12	83545110	83545969	RPL6P25
chr12	83565369	83566519	AC090680.1
chr12	84054788	84055498	AC093025.1
chr12	84541083	84548117	AC090679.2
chr12	84548213	84688341	AC090679.1
chr12	84577103	84577227	SNORA3
chr12	84842404	84843657	AC087888.1
chr12	85065377	85065805	AC093027.1
chr12	85253270	85307394	SLC6A15
chr12	85333303	85333447	AC128657.1
chr12	85408090	85430055	TSPAN19
chr12	85430092	85658235	LRRIQ1
chr12	85673998	85695562	ALX1
chr12	85711838	85736690	AC131532.1
chr12	85961656	85962017	AC126471.1
chr12	86041031	86041098	AC021887.1
chr12	86175670	86176222	AC137768.1
chr12	86194481	86230187	RASSF9
chr12	86268073	86276770	NTS
chr12	86349445	87232681	MGAT4C
chr12	86352465	86354725	AC016993.1
chr12	86409475	86410219	AC139697.1
chr12	86993355	87232775	AC010196.1
chr12	87138845	87138925	AC010196.1
chr12	87435693	87436200	AC079597.1
chr12	87563762	87564206	RPL23AP68
chr12	88140344	88140460	AC079598.4
chr12	88143919	88144090	CYCSP30
chr12	88147191	88147224	AC079598.2
chr12	88175940	88178345	MKRN9P
chr12	88189510	88195805	LINC02258
chr12	88210263	88211608	AC079598.1
chr12	88214431	88214695	AC079598.3
chr12	88338662	88344596	RPS4XP15
chr12	88373812	88427814	C12orf50
chr12	88427623	88443937	C12orf29
chr12	88442791	88535865	CEP290
chr12	88445478	88445555	RNA5SP364
chr12	88451653	88452355	AC091516.1
chr12	88536073	88593664	TMTC3
chr12	88824219	88824327	Y_RNA
chr12	88886570	88974628	KITLG
chr12	88974308	88994502	AC024941.2
chr12	88975416	88975573	RNU1-117P
chr12	88995639	88995972	AC024941.1
chr12	89404458	89703343	LINC02458
chr12	89421534	89422299	AC006199.1
chr12	89676000	89676062	RNU7-120P
chr12	89713141	89713426	MRPS6P4
chr12	89741012	89746278	DUSP6
chr12	89744792	89747048	AC024909.1
chr12	89747575	89812336	AC010201.3
chr12	89761584	89763078	AC010201.2
chr12	89765597	89766136	AC010201.1
chr12	89813495	89919824	POC1B
chr12	89893870	89896447	CENPCP1
chr12	89913185	89920039	POC1B-GALNT4
chr12	89913189	89918573	GALNT4
chr12	89918371	89941782	POC1B-AS1
chr12	89937980	89938265	AC025034.2
chr12	89954906	89988655	AC025034.1
chr12	89981826	90103077	ATP2B1
chr12	89986604	89986704	AC068641.1
chr12	90102736	90106367	ATP2B1-AS1
chr12	90105825	90494540	AC009522.1
chr12	90120713	90120819	RNA5SP365
chr12	90146690	90147608	MRPL2P1
chr12	90147836	90147929	RNU6-148P
chr12	90313214	90313553	BRWD1P2
chr12	90341470	90343503	LINC02399
chr12	90501516	90506556	AC126178.1
chr12	90674671	90694751	LINC02392
chr12	90970179	91283694	AC112481.2
chr12	91011536	91016599	AC084365.1
chr12	91011536	91202525	AC112481.3
chr12	91202984	91204466	AC112481.1
chr12	91299399	91348953	CCER1
chr12	91311800	91342446	LINC00615
chr12	91357459	91398803	EPYC
chr12	91444268	91451760	KERA
chr12	91496406	91505271	LUM
chr12	91534261	91576601	DCN
chr12	91587486	91587719	AC007115.1
chr12	91720822	91762384	AC025035.1
chr12	91817558	91820713	AC090016.1
chr12	92028664	92029421	AC126175.1
chr12	92073908	92074650	AC025254.1
chr12	92264898	92265006	AC090049.2
chr12	92270700	92274435	LINC02404
chr12	92295234	92299963	AC090049.1
chr12	92378752	92536690	LINC01619
chr12	92401828	92416371	AC123512.1
chr12	92420223	92426168	AC025164.2
chr12	92534054	92539622	BTG1
chr12	92539349	92620333	AC025164.1
chr12	92562176	92562653	RPL21P106
chr12	92564129	92564229	Y_RNA
chr12	92641473	92757608	LINC02391
chr12	92813870	92821924	CLLU1OS
chr12	92815307	92824778	CLLU1
chr12	92815307	92877456	AC063949.2
chr12	92860227	92885867	LINC02397
chr12	92924236	92925100	AC063949.1
chr12	92938668	92938763	snoU13
chr12	93096619	93166231	C12orf74
chr12	93164413	93323107	EEA1
chr12	93251855	93253049	AC026111.1
chr12	93277549	93278476	HNRNPA1P50
chr12	93346415	93346521	RNU6-1329P
chr12	93392994	93413596	LINC02413
chr12	93397191	93609455	AC138123.1
chr12	93415382	93415488	Y_RNA
chr12	93429037	93429520	AC021646.1
chr12	93477374	93477451	RPL41P5
chr12	93484256	93502405	AC138123.2
chr12	93491027	93491120	AC138123.1
chr12	93517839	93518319	NACAP8
chr12	93567246	93576075	LINC02412
chr12	93659405	93659508	snoU13
chr12	93659793	93659872	SNORD74
chr12	93708585	93709717	AC124947.2
chr12	93710498	93771529	AC124947.1
chr12	93744392	93744492	snoU13
chr12	93771659	93801922	NUDT4
chr12	93799449	93835723	UBE2N
chr12	93854501	93854602	Y_RNA
chr12	93861264	93909990	MRPL42
chr12	93903263	93903544	RN7SL737P
chr12	93923336	93923765	AC025260.1
chr12	93935798	93965544	SOCS2-AS1
chr12	93963590	93977263	SOCS2
chr12	94034598	94035362	AC012085.1
chr12	94071151	94288616	CRADD
chr12	94101567	94131599	AC012085.2
chr12	94224852	94225146	RN7SL630P
chr12	94229943	94231814	AC012464.2
chr12	94288741	94337379	AC012464.1
chr12	94338817	94341589	AC012464.3
chr12	94402515	94402823	RN7SKP263
chr12	94533853	94535113	AC123567.1
chr12	94542353	94701451	PLXNC1
chr12	94561304	94581500	AC123567.2
chr12	94654324	94656075	AC073655.3
chr12	94665926	94670971	AC073655.1
chr12	94671534	94676620	AC073655.2
chr12	94700225	94853764	CEP83
chr12	94754996	94755300	RN7SL330P
chr12	94817520	94818745	RBMS2P1
chr12	94853779	94856260	CEP83-DT
chr12	94885322	94890218	AC023161.1
chr12	94909252	94909536	RN7SL483P
chr12	94914866	94915645	AC023161.2
chr12	94942017	94943312	SUCLG2P2
chr12	94955565	94955635	MIR5700
chr12	94960898	95044333	TMCC3
chr12	94984597	94984869	LSM3P2
chr12	95227923	95228934	KRT19P2
chr12	95228174	95228289	MIR492
chr12	95290831	95397524	NDUFA12
chr12	95414005	95467404	NR2C1
chr12	95470525	95611258	FGD6
chr12	95494307	95494821	AC126615.2
chr12	95519536	95520165	AC126615.1
chr12	95611522	95696575	VEZT
chr12	95669546	95669648	Y_RNA
chr12	95680094	95680614	CBX3P5
chr12	95684468	95684575	RNU6-808P
chr12	95702196	95702289	MIR331
chr12	95703699	95703760	MIR3685
chr12	95705088	95836258	AC084879.1
chr12	95781666	95782334	AC084879.2
chr12	95832513	95832619	RNU6-735P
chr12	95861173	95861637	AC018475.1
chr12	95867296	95909615	METAP2
chr12	95910336	95945252	USP44
chr12	95945358	96067775	PGAM1P5
chr12	96011465	96011562	Y_RNA
chr12	96051583	96184930	NTN4
chr12	96185511	96252617	AC090001.1
chr12	96186307	96186413	RNU6-247P
chr12	96196875	96217085	LINC02410
chr12	96252706	96297606	SNRPF
chr12	96260826	96336413	CCDC38
chr12	96278947	96279575	AC090001.2
chr12	96337109	96362498	AMDHD1
chr12	96366440	96390143	HAL
chr12	96390299	96405267	AC007298.2
chr12	96394531	96437298	LTA4H
chr12	96419101	96421749	AC007298.1
chr12	96453802	96454153	YPEL5P3
chr12	96495731	96496027	RN7SL88P
chr12	96554470	96565904	LINC02452
chr12	96588153	96663602	ELK3
chr12	96616575	96617751	AC008149.1
chr12	96623341	96629428	AC008149.2
chr12	96672039	96794258	CDK17
chr12	96697153	96697291	RNU4-24P
chr12	96780596	96780972	AC125612.1
chr12	96816104	96879220	AC007513.1
chr12	96820978	96821264	RN7SKP11
chr12	96837258	96837327	AC021052.1
chr12	96883349	97269333	CFAP54
chr12	97294475	97296476	EEF1A1P33
chr12	97301001	97347555	NEDD1
chr12	97373306	97373407	Y_RNA
chr12	97379434	97579387	AC007656.2
chr12	97417799	97521404	AC007656.1
chr12	97543859	97548405	AC007656.3
chr12	97549012	97554316	AC007656.4
chr12	97666470	97669987	LINC02409
chr12	97824662	97992193	RMST
chr12	97885678	97885761	MIR1251
chr12	97945915	97946006	snoMe28S-Am2634
chr12	97957035	97957749	AC018659.2
chr12	97957590	97957689	MIR135A2
chr12	98073657	98073825	AC018659.1
chr12	98107190	98155637	AC007424.1
chr12	98115494	98115600	RNU6-36P
chr12	98332834	98332899	MIR4495
chr12	98389161	98389226	MIR4303
chr12	98506792	98686223	AC016152.1
chr12	98711519	98712127	AC008055.1
chr12	98811674	98811816	RNU4-41P
chr12	98814226	98817499	AC008055.2
chr12	98847613	98850923	SLC9A7P1
chr12	98879322	98897633	LINC02453
chr12	98906751	98910200	TMPO-AS1
chr12	98909290	98944157	TMPO
chr12	98918254	98918535	RN7SL179P
chr12	98984501	98984992	PPIAP8
chr12	98987369	99000157	SLC25A3
chr12	98993413	98993661	SNORA53
chr12	98999652	98999738	AC013283.1
chr12	99007183	99038891	IKBIP
chr12	99038919	99129211	APAF1
chr12	99120235	100378432	ANKS1B
chr12	99188263	99188742	AC008126.1
chr12	99325460	99370434	AC069437.1
chr12	99477561	99477683	RNA5SP366
chr12	99487137	99498789	AC117377.1
chr12	100041531	100043892	FAM71C
chr12	100378823	100379397	AC078916.1
chr12	100402830	100403616	RPS4XP1
chr12	100420026	100421318	AC126474.1
chr12	100422233	100536652	UHRF1BP1L
chr12	100426103	100427852	AC126474.2
chr12	100536836	100538449	AC010203.2
chr12	100550135	100567437	GOLGA2P5
chr12	100551034	100551116	AC010203.1
chr12	100552275	100552521	RN7SL176P
chr12	100566974	100593561	AC010203.1
chr12	100592900	100635643	ACTR6
chr12	100597447	100660857	DEPDC4
chr12	100651466	100651568	Y_RNA
chr12	100660918	100735502	SCYL2
chr12	100750857	100815837	SLC17A8
chr12	100795923	100796028	snoU13
chr12	100867486	100958192	NR1H4
chr12	100918964	100919198	AC010200.2
chr12	100967461	101022066	GAS2L3
chr12	100972522	100973975	AC010200.1
chr12	101049500	101049582	AC010209.1
chr12	101111304	101522419	ANO4
chr12	101246109	101253040	AC138360.1
chr12	101432198	101432872	AC063947.1
chr12	101460512	101463010	AC063947.2
chr12	101549271	101604185	SLC5A8
chr12	101593049	101593155	RNU6-768P
chr12	101621919	101622654	AC079953.1
chr12	101673883	101780396	UTP20
chr12	101752526	101752627	snoU13
chr12	101786894	101801550	ARL1
chr12	101802150	101802838	AC063948.1
chr12	101805135	101805237	RNU6-1068P
chr12	101818219	101818469	RPS27P23
chr12	101840603	101840710	Y_RNA
chr12	101860483	101860598	RNU5E-5P
chr12	101866117	101866234	RNA5SP367
chr12	101869199	101880775	SPIC
chr12	101962131	102079796	MYBPC1
chr12	102040498	102053748	AC117505.1
chr12	102089780	102090228	AC010205.1
chr12	102090725	102137918	CHPT1
chr12	102113586	102113696	Y_RNA
chr12	102122426	102133250	SYCP3
chr12	102139277	102224737	GNPTAB
chr12	102159184	102159287	RNU6-101P
chr12	102166892	102167533	AC063950.1
chr12	102173592	102173707	RNA5SP368
chr12	102183593	102183693	snoU13
chr12	102190188	102190280	RNU6-172P
chr12	102230598	102230705	RNA5SP369
chr12	102265520	102265579	RNU6-1183P
chr12	102267094	102267401	HSPE1P4
chr12	102271358	102405908	DRAM1
chr12	102317188	102318497	AC084398.2
chr12	102329994	102330452	AC084398.1
chr12	102348770	102356192	AC079907.2
chr12	102357679	102358118	NENFP2
chr12	102406705	102455927	WASHC3
chr12	102457133	102468598	AC079907.1
chr12	102466881	102513898	NUP37
chr12	102513963	102591298	PARPBP
chr12	102590237	102591611	PMCH
chr12	102591363	102796374	HELLPAR
chr12	102611098	102611391	RN7SL793P
chr12	102623805	102624311	AC093023.1
chr12	102698133	102857269	LINC02456
chr12	102789652	102875522	IGF1
chr12	102907029	102907433	AC010202.1
chr12	103203058	103218177	LINC00485
chr12	103230667	103352188	PAH
chr12	103320292	103320383	AC069227.1
chr12	103347067	103347613	AC026108.1
chr12	103351452	103354291	ASCL1
chr12	103407140	103409873	AC026108.2
chr12	103473412	103572453	AC068643.1
chr12	103507812	103507865	RNU7-184P
chr12	103545612	103573025	AC068643.2
chr12	103631369	103889788	C12orf42
chr12	103632176	103632253	AC068643.1
chr12	103897159	103898714	AC084364.1
chr12	103899189	103899952	AC084364.2
chr12	103912112	103965115	AC084364.3
chr12	103941529	103972725	LINC02401
chr12	103981051	104160497	STAB2
chr12	103985890	103986021	U8
chr12	104048558	104051773	AC025265.2
chr12	104062353	104063184	AC025265.3
chr12	104114720	104114822	snoU13
chr12	104140093	104162636	AC025265.1
chr12	104164231	104235012	NT5DC3
chr12	104213388	104215863	AC012555.2
chr12	104235229	104238442	AC012555.1
chr12	104237527	104323989	TTC41P
chr12	104323885	104347423	HSP90B1
chr12	104324203	104324333	MIR3652
chr12	104334541	104359486	C12orf73
chr12	104359600	104382652	TDG
chr12	104378889	104378982	AC078819.1
chr12	104382762	104457961	GLT8D2
chr12	104424557	104425321	AC078819.1
chr12	104458309	104500302	HCFC2
chr12	104510864	104532019	NFYB
chr12	104519014	104519134	RNA5SP370
chr12	104564173	104571437	LINC02385
chr12	104565378	104571577	AC089983.2
chr12	104609557	104744085	TXNRD1
chr12	104656092	104674500	AC089983.1
chr12	104659087	104659614	RPL18AP3
chr12	104697517	104698983	EID3
chr12	104849073	105155792	CHST11
chr12	104907807	104908217	AC079316.1
chr12	104945851	104947225	AC079316.2
chr12	104985411	104985494	MIR3922
chr12	105196331	105352522	SLC41A2
chr12	105245602	105245696	Y_RNA
chr12	105252616	105265543	AC089985.1
chr12	105345538	105345624	AC090051.1
chr12	105370527	105371805	KRT18P20
chr12	105380094	105467975	C12orf45
chr12	105413562	105501421	ALDH1L2
chr12	105501102	105562912	WASHC4
chr12	105567075	105629981	APPL2
chr12	105629068	105789875	C12orf75
chr12	105630116	105636951	AC078874.1
chr12	105698645	105720795	AC011313.1
chr12	105721684	105721770	AC011313.1
chr12	106092946	106097298	AC079851.1
chr12	106097981	106137840	CASC18
chr12	106409675	106410784	ST13P3
chr12	106444739	106452032	AC011595.2
chr12	106457118	106533811	NUAK1
chr12	106496941	106499943	AC011595.1
chr12	106563782	106566215	AC010182.1
chr12	106631659	106698057	CKAP4
chr12	106639391	106640734	AC079174.1
chr12	106644537	106646564	AC079174.2
chr12	106676705	106676767	RNU7-94P
chr12	106695707	106740781	TCP11L2
chr12	106751526	106903976	POLR3B
chr12	106889736	107168704	AC079385.1
chr12	106976685	107156581	RFX4
chr12	107072361	107078485	AC079385.2
chr12	107108702	107126844	AC079385.3
chr12	107168399	107283094	RIC8B
chr12	107260955	107265283	AC007695.1
chr12	107295061	107295762	EEF1B2P4
chr12	107304535	107304887	RPL30P12
chr12	107347807	107349275	AC007541.1
chr12	107349497	107372556	TMEM263
chr12	107371055	107380938	MTERF2
chr12	107385142	107487327	CRY1
chr12	107487076	107517092	AC078929.1
chr12	107613542	107617354	AC007649.1
chr12	107665171	107665623	SETP7
chr12	107712198	108053419	BTBD11
chr12	107768524	107768604	SNORD74
chr12	107880288	107880412	RNA5SP371
chr12	108003811	108011498	AC007540.1
chr12	108044566	108044669	Y_RNA
chr12	108079576	108106939	PWP1
chr12	108113376	108113910	AC007622.1
chr12	108126648	108155049	PRDM4
chr12	108130332	108153745	AC007622.2
chr12	108168162	108170421	ASCL4
chr12	108193412	108193497	AC126177.1
chr12	108203260	108258339	AC126177.3
chr12	108274358	108277163	AC126177.5
chr12	108281507	108283663	AC126177.2
chr12	108293415	108293592	AC126177.4
chr12	108297047	108297725	AC126177.6
chr12	108304180	108306397	AC126177.1
chr12	108523065	108644314	WSCD2
chr12	108674880	108676012	AC009729.1
chr12	108681821	108733094	CMKLR1
chr12	108827907	108908800	LINC01498
chr12	108909054	108919614	FICD
chr12	108915991	108955176	SART3
chr12	108925850	108933514	AC008119.1
chr12	108956358	108963160	ISCU
chr12	108983627	108992096	TMEM119
chr12	109016053	109027735	SELPLG
chr12	109022444	109036125	AC007569.1
chr12	109038885	109125372	CORO1C
chr12	109062224	109062284	RNU7-169P
chr12	109132260	109132380	Y_RNA
chr12	109171920	109174194	SNORA40
chr12	109171967	109251366	SSH1
chr12	109172688	109172942	AC087893.2
chr12	109227497	109228160	AC087893.1
chr12	109230684	109230782	MIR619
chr12	109252708	109294819	DAO
chr12	109301517	109459045	SVOP
chr12	109320211	109320317	RNU6-361P
chr12	109425360	109425450	AC190387.1
chr12	109458638	109459045	AC190387.1
chr12	109460894	109525828	USP30
chr12	109490155	109491757	USP30-AS1
chr12	109497791	109497905	RNA5SP372
chr12	109525993	109531436	ALKBH2
chr12	109535379	109548797	UNG
chr12	109549023	109563399	AC007637.1
chr12	109554400	109706031	ACACB
chr12	109715783	109747089	FOXN4
chr12	109785708	109893328	MYO1H
chr12	109791888	109797293	LINC01486
chr12	109883215	109885302	AC007570.1
chr12	109886460	109915164	KCTD10
chr12	109915207	109974510	UBE3B
chr12	109991520	110011385	MMAB
chr12	110005780	110005920	RNU4-32P
chr12	110011060	110035930	MVK
chr12	110100668	110100988	RN7SKP250
chr12	110152033	110208312	FAM222A
chr12	110171971	110211313	FAM222A-AS1
chr12	110220890	110271206	TRPV4
chr12	110271153	110271241	MIR4497
chr12	110288750	110318346	GLTP
chr12	110297572	110298225	AC007834.2
chr12	110304021	110304314	RN7SL441P
chr12	110318481	110326272	AC007834.1
chr12	110338069	110421646	TCHP
chr12	110367607	110434194	GIT2
chr12	110386194	110386834	AC084876.1
chr12	110435224	110436932	AC084876.2
chr12	110436991	110477568	ANKRD13A
chr12	110464833	110511439	C12orf76
chr12	110470050	110470608	AC007546.1
chr12	110487165	110511491	AC007546.3
chr12	110494721	110495080	AC007546.2
chr12	110562140	110656598	IFT81
chr12	110718561	110788898	ATP2A2
chr12	110798255	110798551	RN7SL769P
chr12	110810705	110841535	ANAPC7
chr12	110825268	110883353	AC144548.1
chr12	110867764	110868087	HMGA1P3
chr12	110872628	110888227	ARPC3
chr12	110890291	110907073	GPN3
chr12	110898793	110899167	RPL31P49
chr12	110906220	110928190	FAM216A
chr12	110928902	110939922	VPS29
chr12	110934157	110934226	SNORD50
chr12	110939419	110941246	AC002350.1
chr12	110939460	110969891	RAD9B
chr12	110971050	111021123	PPTC7
chr12	111051832	111087235	TCTN1
chr12	111063452	111063722	RN7SL387P
chr12	111065646	111142755	HVCN1
chr12	111070409	111070498	AC144522.1
chr12	111157485	111180744	PPP1CC
chr12	111182354	111184011	AC144522.1
chr12	111269583	111283767	AC002375.1
chr12	111279342	111280191	RPL29P25
chr12	111284573	111345339	CCDC63
chr12	111348623	111359247	MYL2
chr12	111372394	111396897	LINC01405
chr12	111389487	111395624	AC002351.1
chr12	111471969	111788358	CUX2
chr12	111511772	111511893	AC002978.1
chr12	111740604	111740703	AC002979.1
chr12	111777331	111777425	RNA5SP373
chr12	111798455	111806925	PHETA1
chr12	111807065	111841114	LINC02356
chr12	111819671	111823442	HSPA8P14
chr12	111843752	111889427	SH2B3
chr12	111881289	112037480	ATXN2
chr12	111925282	111925382	AC002395.1
chr12	112002625	112002687	U7
chr12	112019183	112019577	AC137055.1
chr12	112037302	112038060	ATXN2-AS
chr12	112079950	112123760	BRAP
chr12	112107656	112108166	PCNPP1
chr12	112123860	112194911	ACAD10
chr12	112191694	112229222	AC002996.1
chr12	112204691	112255336	ALDH2
chr12	112277568	112280706	MAPKAPK5-AS1
chr12	112280032	112340026	MAPKAPK5
chr12	112317142	112318053	RPS2P41
